destination,country/city
Dr Von D Mizell-Eula Johnson State Park,"USA,Florida"
Butterfly World,"USA,Florida"
Plumas County Museum,"USA,California"
Citadel,Tajikistan
Iskander-Kul,Tajikistan
Captiva Beach,"USA,Florida"
Levera Beach,Grenada
University of Texas at Austin,"USA,Texas"
Henderson Beach State Park,"USA,Florida"
Gulf Islands National Seashore,"USA,Florida"
Köl-Suu,Kyrgyzstan
Kalaupapa Overlook,"USA,Hawaii"
The Alamo,"USA,Texas"
New Zealand War Cemetery,New Caledonia
Fort Téremba,New Caledonia
La Foa Sculpture Garden,New Caledonia
Shwe Myitsu Paya,Myanmar (Burma)
Central Market,Myanmar (Burma)
Little House on the Drina,Serbia
Animal Flower Cave,Barbados
Basilica di Sant'Eustorgio,Italy
The Last Supper,Italy
Cimitero Monumentale,Italy
Pinacoteca di Brera,Italy
Quadrilatero d'Oro,Italy
Duomo,Italy
Half Moon Bay,
Cherokee Heritage Center,USA
Frontier Drugstore Museum,USA
Nicodemus National Historic Site Visitor Center,"USA,Kansas"
Golem Grad,
Laura Ingalls Wilder Memorial Society,USA
Chinhoyi Caves Recreational Park,Zimbabwe
American Gothic House Center,USA
Route 66 Museum & Research Center,USA
Ho-o-maniya Blowhole,Sri Lanka
Miami Beach,Barbados
Kirinda Temple,Sri Lanka
Hindu & Buddhist Temple,Myanmar (Burma)
Homel Palace,Belarus
Palm Beach,"Australia,New South Wales"
Rih Lake,Myanmar (Burma)
Cinema Hall Market,Myanmar (Burma)
Wat Maisuwankiri,Malaysia
Eromanga Natural History Museum,"Australia,Queensland"
Daintree Discovery Centre,"Australia,Queensland"
Abiata-Shala Lakes National Park,Ethiopia
Matsumoto-jō,Japan
Rock Art Caves,
Melbourne Zoo,"Australia,Victoria"
Kasteel van Valkenburg,The Netherlands
South Melbourne Market,"Australia,Victoria"
NGV International,"Australia,Victoria"
Royal Botanic Gardens,"Australia,Victoria"
Scienceworks,"Australia,Victoria"
Abbotsford Convent,"Australia,Victoria"
Melbourne Cricket Ground,"Australia,Victoria"
Royal Exhibition Building,"Australia,Victoria"
Le Jardin Secret,"Morocco,Marrakesh"
Ted Elliot Mineral Collection,"Australia,Queensland"
Bahia Palace,"Morocco,Marrakesh"
Queen Victoria Market,"Australia,Victoria"
Djemaa El Fna,"Morocco,Marrakesh"
Riad Kniza Musée & Galerie,"Morocco,Marrakesh"
Gilbert's Cove Lighthouse,Canada
Oldupai Museum,Tanzania
Djemila,Algeria
Brisbane Powerhouse,"Australia,Queensland,Brisbane & Around"
Kyaing Ywar,Myanmar (Burma)
Museum of Medieval Art,Albania
Durrës Archaeological Museum,Albania
Chandi Mata Temple,India
Tunbung Arts Village,The Gambia
Tanji Fish Market,The Gambia
Astan Bala,India
Umag Municipal Museum,Croatia
Babcock,"USA,California"
Rancho Sisquoc Winery,"USA,California"
Shikan Museum,Sudan
Plaza del Reloj,Equatorial Guinea
Town Bell,Sierra Leone
Meroe Pyramids,Sudan
Petty Harbour Mini Aquarium,Canada
Cape Spear Lighthouse,Canada
Harbour Grace Airfield,Canada
Cupids Legacy Centre,Canada
Brigus Tunnel,Canada
Dildo Interpretation Centre,Canada
Bowron Lake Provincial Park,"Canada,British Columbia"
Dragon's Eye Lake,Croatia
Glacier National Park,"Canada,British Columbia"
Mljet National Park,Croatia
Old Bookstore in Flateyri,Iceland
Aqualand,Spain
Čaršija e Madhe,Kosovo
Mǎtí Sì,China
Seal Point Lighthouse,South Africa
Arktikum,Finland
Siida,Finland
Samiland,Finland
Museo Ladin,Italy
Elbow Beach,Bermuda
Piva Monastery,Montenegro
Cape Forchu Lightstation,Canada
St Michael's Church,Croatia
Mt Eden,New Zealand
Jobson's Cove,Bermuda
Urnes Stave Church,Norway
Kinn Island,Norway
Kjelsfossen,Norway
Aurlandsfjellet,Norway
Katannilik Territorial Park,Canada
Cape Searle & Reid Bay National Wildlife Areas,Canada
Queen Maud Migratory Bird Sanctuary,Canada
Villa Panza,Italy
Santuario della Madonna del Soccorso,Italy
Glasshytta,Norway
Chiesa di Santa Maria del Tiglio,Italy
Viceregal Lodge,India
Cumberland Island National Seashore,USA
Lofthus Church,Norway
Vangskyrkja,Norway
Sete Cidades,Portugal
Likir Gompa,India
Siang Sawn,Myanmar (Burma)
Viewpoint,Myanmar (Burma)
Squantz Pond State Park,USA
Woodland Cultural Centre,Canada
Timishgan Khar,India
Chin Antiques & Cultural Exhibition Centre,Myanmar (Burma)
Yanpaymanpay Paya,Myanmar (Burma)
Karni Mata Temple,"India,Rajasthan"
History Museum,Bulgaria
MONA,"Australia,Tasmania,Hobart"
Tasmanian Museum & Art Gallery,"Australia,Tasmania,Hobart"
Salamanca Place,"Australia,Tasmania,Hobart"
Ardahan Kalesi,Turkey
Bergmancenter,"Sweden,Gotland"
TW Fine Art,"Australia,Queensland,Brisbane & Around"
Queensland Cultural Centre,"Australia,Queensland,Brisbane & Around"
Guido Van Helten Mural,"Australia,Queensland,Brisbane & Around"
City Hall,"Australia,Queensland,Brisbane & Around"
Yarchen Gar Buddhist Institute,China
Sundarbans Tiger Reserve,India
Jamtli,Sweden
Vindelfjällen Nature Reserve,Sweden
St Mathew's Anglican Church Cemetery,Canada
Wallaman Falls,"Australia,Queensland"
Towers Hill,"Australia,Queensland"
Garden House,England
Cala Portals Vells,Spain
Palazzo Fanzago,Italy
Rushy Bay,England
Pabineau Falls,Canada
Haizi Valley,China
Mount Pleasant Eco Park,England
Chapel Porth,England
Chennamangalam Synagogue,"India,Kerala"
Zhaling & Eling Lakes,China
Sveta Bogorodica Monastery,
Sankaram,India
Ramappa Temple,India
Guntupalli,India
Guildford Gaol,"Australia,Western Australia"
Cullinan Diamond Mine,South Africa
Mattan Sun Temple,India
Necrópolis Cristóbal Colón,"Cuba,Havana"
Río Santo Domingo,Mexico
Sancaklar Camii,Turkey
Loch Lomond Sea Life,Scotland
Capitolio Nacional,"Cuba,Havana"
Tamtoc,Mexico
Archaeological Museum,"India,Uttar Pradesh"
Rufus Porter Museum,USA
Redstone Castle,USA
Colterris Winery at the Overlook,USA
Huguang Guild Hall,China
Plaza de la Catedral,"Cuba,Havana"
Lewes Castle & Barbican House Museum,England
Oh-Bo Pottery Sheds,Myanmar (Burma)
National Museum,"Iceland,Reykjavík"
Hallgrímskirkja,"Iceland,Reykjavík"
Roseland Cottage,USA
Parque Arqueológico Colomichicó,Argentina
Old Harbour,"Iceland,Reykjavík"
Parque Nacional Calilegua,Argentina
National Botanic Garden of Wales,Wales
Tuol Sleng Genocide Museum,Cambodia
Folly Farm,Wales
Old Bund,China
Prophet’s Mosque,Saudi Arabia
St Brynach's Church,Wales
Al Balad,Saudi Arabia
Khor Al Batah Bridge,Oman
Yixian Xiuli Cinema Village,China
Nanping,China
Chengzhi Hall,China
Kek Lok Si Temple,Malaysia
Taronga Western Plains Zoo,"Australia,New South Wales"
Midnight Oil House,"Australia,South Australia"
Tan Ky House,Vietnam
Musée du Tire-Bouchon,France
Castle-Guard Residences,Japan
Tōdai-ji,Japan
Scottish Maritime Museum,Scotland
Musée Parc des Dinosaures et de la Préhistoire,France
Pólo Museológico da Água,Portugal
Museum Layang-Layang,"Indonesia,Jakarta"
Museum Perumusan Naskah Proklamasi,"Indonesia,Jakarta"
Tugu Tani,"Indonesia,Jakarta"
Museum Nasional,"Indonesia,Jakarta"
Taman Fatahillah,"Indonesia,Jakarta"
Guangfulini Ancient Relics Park,"China,Shanghai"
Wǔjiān Huāxuān,China
Jinhua Architecture Park,China
Talgarth Mill,Wales
Furong Zhen Waterfall,"China,Hunan"
Baroli Temples,"India,Rajasthan"
Château de Langeais,France
Hantam National Botanical Garden,South Africa
Hottentots Holland Nature Reserve,South Africa
Xinglong Tropical Garden,China
Tour Paris-Plage,France
Gödöllő Royal Palace,"Hungary,Budapest"
Wat Phu Champasak,Laos
Usson,France
Ski Museum,Slovakia
Mohács Historical Memorial Site,Hungary
Kaysone Phomvihane Memorial,Laos
Ancient Stupas,Myanmar (Burma)
Herder Museum,Hungary
Cheekwood Botanical Garden & Museum of Art,USA
Historic RCA Studio B,USA
Adventure Science Center,USA
Grand Ole Opry House,USA
Elephant Gallery,USA
Nandi Hills,India
Seven Fairy Mountain,China
Cumberland River Pedestrian Bridge,USA
Deden Tsuglakhang temple,"India,Dharamsala"
Wat Xieng Thong,Laos
Mehrauli Archaeological Park,"India,Delhi"
Royal Yacht Britannia,"Scotland,Edinburgh"
Cerro San Cristóbal,Guatemala
Maison Natale de Pierre Fermat,France
Royal Botanic Garden,"Scotland,Edinburgh"
Surgeons' Hall Museums,"Scotland,Edinburgh"
Iglesia de San Miguel,Spain
Scottish National Gallery of Modern Art,"Scotland,Edinburgh"
Scottish National Portrait Gallery,"Scotland,Edinburgh"
Scottish Parliament Building,"Scotland,Edinburgh"
Edinburgh Castle,"Scotland,Edinburgh"
Lhakhang Marpo,"China,Tibet"
Castillo de Monterrei,Spain
Legoland,Denmark
Ká Hó Church of Our Lady of Sorrows,"China,Macau"
MGM Cotai,"China,Macau"
Taipa Village,"China,Macau"
Musée d'Art Moderne et Contemporain,France
Museo Cervantino,Spain
Cascada del Río Perresénico,Panama
Dunstanburgh Castle,England
Giardino della Kolymbetra,"Italy,Sicily,Agrigento"
Spa Museum,Slovakia
Casa del Bosque,Costa Rica
Espaço Porto Cruz,Portugal
Livraria Lello,Portugal
Casa da Música,Portugal
Jardins do Palácio de Cristal,Portugal
Igreja de São Francisco,Portugal
Museu Nacional de Arte Antiga,"Portugal,Lisbon"
Serralves,Portugal
Museu Nacional Soares dos Reis,Portugal
Basílica da Estrela,"Portugal,Lisbon"
Castelo de São Jorge,"Portugal,Lisbon"
Miradouro de São Pedro de Alcântara,"Portugal,Lisbon"
Oceanário de Lisboa,"Portugal,Lisbon"
Museu Calouste Gulbenkian – Coleção do Fundador,"Portugal,Lisbon"
Núcleo Arqueológico da Rua dos Correeiros,"Portugal,Lisbon"
Mosteiro dos Jerónimos,"Portugal,Lisbon"
Panama Rainforest Discovery Center,Panama
Gwithian & Godrevy Towans,England
Cartmel Priory,England
Logan Rock,England
Trebah Garden,England
St Mawes Castle,England
Haus Tambaran,Papua New Guinea
Mosteiro de Santo Estevo,Spain
Skull Cave,Papua New Guinea
Mosteiro de Santa Cristina de Ribas de Sil,Spain
Al Masjid Al Haram,Saudi Arabia
memorial to Christopher Robinson,Papua New Guinea
Assateague State Park,"USA,Maryland"
Museo de la Industria Chacinera,Spain
Living Maya Experience,Belize
Portomaso Apartment & Marina Complex,Malta
Castillo de Peñafiel,Spain
Kaberneeme Beach,Estonia
Manoel Island,Malta
Centro de Lobo Ibérico de Castilla y León,Spain
Selva Negra,Nicaragua
Poblado de La Atalayita,Spain
Catedral Santa María de la Huerta,Spain
Nugget Point,New Zealand
Waikawa Museum & Information Centre,New Zealand
Slope Point,New Zealand
Toucan Rescue Ranch,Costa Rica
Dunas de Maspalomas,Spain
Mirador de Unamuno,Spain
Hagia Triada Monastery,Turkey
Museum of the Princes' Islands,Turkey
Temash-Sarstoon National Park,Belize
Museo de Bellas Artes,Spain
Playa de la Patacona,Spain
Sporting Club Russafa,Spain
Ciudad de las Artes y las Ciencias,Spain
Museo Nacional de Cerámica,Spain
Catedral de Valencia,Spain
Bioparc,Spain
Torres de Quart,Spain
Fort Larned National Historic Site,"USA,Kansas"
Ocracoke Beach,USA
Vela Draga,Croatia
Kotišina Botanical Garden,Croatia
Ðakovo Cathedral of St Peter,Croatia
Da'an Forest Park,"Taiwan,Taipei"
Longshan Temple,"Taiwan,Taipei"
Taipei 101,"Taiwan,Taipei"
Chiang Kai-shek Memorial Hall,"Taiwan,Taipei"
Ciyou Temple,"Taiwan,Taipei"
Dihua Street,"Taiwan,Taipei"
National Palace Museum,"Taiwan,Taipei"
Església de Sant Martí d'Empúries,Spain
Aplets & Cotlets Candy Kitchen Tour,USA
Deception Pass State Park,USA
Hart Mountain National Antelope Refuge,USA
Painted Hills Unit,USA
Las Pozas,Mexico
Barton Creek Cave,Belize
Gugh,England
Tolmin Gorges,Slovenia
Maison des Vins,France
Zinan Temple,Taiwan
Balibó Flag House,
Greek Theatre,"Italy,Sicily"
Grottes de Baume,France
Farm Cultural Park,"Italy,Sicily"
Museo Archeologico Regionale Eoliano,"Italy,Sicily"
Cucuruzzu & Capula,"France,Corsica"
Citadelle de Blaye,France
Falaj Tanuf,Oman
Aiguilles de Bavella,"France,Corsica"
Collégiale St-Martin,France
Plage de L'Hermitage,Africa
King Abdul Aziz Heritage Castle,Saudi Arabia
Hejaz Railway Station & Tabuk Museum,Saudi Arabia
Thamtapan Temple,Thailand
Casa Natal de Goya,Spain
Réserve Spéciale Beza-Mahafaly,Madagascar
Museo del Queso,Spain
Museo del Jamón,Spain
Naia Museum,France
Carnac Alignments,France
Yellowstone Heritage & Research Center,USA
Église St-Ronan,France
Jardins Georges Delaselle,France
Wongalala Falls,"Australia,Western Australia"
Mitchell River National Park,"Australia,Western Australia"
Santa Eulàlia d'Erill la Vall,Spain
Sant Climent de Taüll,Spain
Banteay Srei,Cambodia
Beaches,Lithuania
Église St-Martin de St-Valery-sur-Somme,France
Huay Teung Thao Reservoir,Thailand
Parc du Marquenterre Bird Sanctuary,France
Rinkuškiai Brewery,Lithuania
Goa Beloyot,Indonesia
Musée Vauban,France
Jasa Menenun Mandiri,Indonesia
Lubaantun,Belize
Sarapo Brewery,Brazil
Blue Creek Cave,Belize
Río Blanco National Park,Belize
Half Moon Caye Natural Monument,Belize
Sahambavy Tea Estate,Madagascar
Photomuseum,"Spain,Basque Country"
Cementiri Modernista,Spain
Monestir de Sant Pere de Rodes,Spain
Sõrve Military Museum,Estonia
Angla Windmill Hill,Estonia
St Mary’s Church,Estonia
Tagamõisa Peninsula,Estonia
Eagles Canyon,Georgia
Shatili Old Town,Georgia
Slutišķi Old-believers' Farmstead,Latvia
Basílica Menor Santiago Apóstol,Panama
Noen Chang Suek,Thailand
Tham Lawa,Thailand
Cuypershuis,The Netherlands
Khamsar Khar,India
'Parliament' Square,India
Moni Profiti Ilia,Greece
Govindgarh,India
Lord Shiva Statue,India
Guru Lhakhang,India
Golconda Fort,India
Lutterzand,The Netherlands
Paseo de las Grandes Villas,"Spain,Basque Country"
Puente Colgante,"Spain,Basque Country"
Tazumal,El Salvador
Wild Cane Key,Nicaragua
National Liberation Museum 1944–45,The Netherlands
Menkemaborg,The Netherlands
Refugio de Vida Silvestre Río Escalante-Chacocente,Nicaragua
Markiezenhof,The Netherlands
Cantamarca,Peru
Museo de Historia de Balmaseda,"Spain,Basque Country"
Schloss Weikersheim,Germany
Tauberfränkisches Landschaftsmuseum,Germany
St Wilhadi Kirche,Germany
Ruins of Herculaneum,Italy
Burg Thurant,Germany
Desmond Castle,Ireland
Blue Eye,Albania
Platja de Ses Salines,Spain
Saracen Bay,Cambodia
Lagunas de los Compadres,Ecuador
Museum,Ecuador
La Casa de la Makana,Ecuador
Reserva Ecológica Cayambe-Coca,Ecuador
Es Trull de Ca n'Andreu,Spain
Església de Sant Joan,Spain
Ruapekapeka Pā,New Zealand
Església de Santa Agnès,Spain
Parque Natural de Gorbeia,"Spain,Basque Country"
Praia Bateria,
Parque Natural de Urkiola,"Spain,Basque Country"
Praia Banana,
Far de Sa Mola,Spain
Old Bridge,Greece
Nezha Sathaizhu Temple,Thailand
Moni Preveli,Greece
Casita Verde,Spain
Sa Cova,Spain
Sa Talaiassa,Spain
Platja d'en Bossa,Spain
Doo Wop Experience,"USA,New Jersey"
Cherry Springs State Park,"USA,Pennsylvania"
Shikoku-mura,Japan
Island Beach State Park,"USA,New Jersey"
Barnegat Lighthouse State Park,"USA,New Jersey"
Emerson Kaleidoscope,USA
Huntington Castle,Ireland
Staatsburgh State Historic Site,USA
Historic Huguenot Street,USA
Crystal Bridges Museum of American Art,USA
Sai-ko Iyashi-no-Sato Nenba,Japan
Castillo del Marqués de los Vélez,"Spain,Andalucía"
Spiaggia delle Grotte di Nerone,"Italy,Lazio"
Wat Dhammachakra Semaram,Thailand
Cirque Rouge,Madagascar
Ranomafana Arboretum,Madagascar
Kubota Itchiku Art Museum,Japan
Fuji Sengen-jinja,Japan
Pyrgos Prosforeiou,Greece
Porto Santo Beach,Portugal
Baelo Claudia,"Spain,Andalucía"
Castello Caldora,Italy
Castillo de las Almadrabas,"Spain,Andalucía"
Antica Strada Regina,Italy
Grotte de Ste-Madeleine,France
Nautilus,"Spain,Basque Country"
Urdaibai Bird Center,"Spain,Basque Country"
Parco Archeologico,Italy
Carnton Plantation,USA
Green School,Indonesia
Cerne Giant,England
Pantai Selong Blanak,Indonesia
Pura Kahyangan Jagat,Indonesia
Labuan Sait Beach,Indonesia
Cap Taillat,France
Calas del Barronal,"Spain,Andalucía"
FRIM Research Gallery,Malaysia
Batu Caves,Malaysia
Sanbanggul-sa,South Korea
Stowe Gardens,England
Dhaninallah Mangrove,India
Cattedrale di Santo Stefano,"Italy,Tuscany"
Bajiaozhai National Geopark,China
Guangchang Museum,China
Maguga Dam,
Mt Shasta Lavender Farms,"USA,California"
Parque Turístico Río Canímar,Cuba
Sænautasel,Iceland
Krušedol Monastery,Serbia
Castillo de los Guzmán,"Spain,Andalucía"
Duryunsan Provincial Park,South Korea
Agriculture Museum,"USA,California"
Kinkole Fish Market,Democratic Republic of Congo
Mantenga Cultural Village & Nature Reserve,
Øvre Dividal National Park,Norway
Norwegian Museum of Road History,Norway
Pantai Belongas,Indonesia
Heaven Beach,Indonesia
Pantai Bumbangku,Indonesia
Musée d'Adjara,Benin
Naganeup-seong Folk Village,South Korea
Classical Gas,USA
Pura Dalem Penetaran Ped,"Indonesia,Nusa Penida"
Moturoa/Rabbit Island,New Zealand
Washington-on-the-Brazos State Historic Site,"USA,Texas"
Curral das Freiras,Portugal
Laguna Atascosa National Wildlife Refuge,"USA,Texas"
Cabo Girão,Portugal
Camacha Wicker Factory,Portugal
Agios Pavlos,Greece
Similan Islands Marine National Park,Thailand
Triopetra,Greece
Museo all’Aperto delle 5 Torri,Italy
Chiesa di San Vittore,Italy
Museo dell'Olio,"Italy,Sicily"
Palazzo Borromeo,Italy
CIDMA,"Italy,Sicily"
Bokong Nature Reserve,Lesotho
Castel Thun,Italy
Quinta das Cruzes,Portugal
Tōson Kinenkan,Japan
Kagchode Thubten Sampheling Gompa,"Nepal,Jomsom"
Castello Odescalchi,"Italy,Lazio"
Waki-honjin (Okuya) & Local History Museum,Japan
Schleswig-Holsteinisches Freilichtmuseum,Germany
Tokoro Museum,Japan
Chehni Kothi,India
Tiger Cages,Vietnam
Arimura Lava Observatory,Japan
Gasparilla Island State Park,"USA,Florida"
Florida Maritime Museum,"USA,Florida"
Abteikirche Maria Laach,Germany
Sea Wall,Lebanon
Hambacher Schloss,Germany
Schloss Glienicke,Germany
Nako Gompa,India
Venado Caves,Costa Rica
Brücke-Museum,Germany
Ghunmarn Culture Centre,"Australia,Northern Territory"
Reserva Santa Elena,Costa Rica
Zuiryū-ji,Japan
Tangyud Gompa,India
Gue Mummy Temple,India
Buddha Statue,India
Ki Gompa,India
Parque Tantauco,Chile
Echizen Ōno-jō,Japan
Haruna Jinja,Japan
Kagchode Thubten Sampheling Gompa,Nepal
Kronosaurus Korner,"Australia,Queensland"
Ferrari World Abu Dhabi,"United Arab Emirates,Abu Dhabi"
Porcupine Gorge National Park,"Australia,Queensland"
Dean's Blue Hole,The Bahamas
Sheikh Zayed Grand Mosque,"United Arab Emirates,Abu Dhabi"
Corniche,"United Arab Emirates,Abu Dhabi"
Founder's Memorial,"United Arab Emirates,Abu Dhabi"
Louvre Abu Dhabi,"United Arab Emirates,Abu Dhabi"
Abu Dhabi Global Market Square,"United Arab Emirates,Abu Dhabi"
Comet Gold Mine Museum,"Australia,Western Australia"
Església de Sant Ferran,Spain
Església de Sant Francesc,Spain
Ol Doinyo Lengai,Tanzania
Mohatmin Mandir,India
Kamru Fort,India
Abbazia della Santissima Trinità,Italy
Santuario Mariano de la Torre,Bolivia
Deyue Building,China
Reserva Natural Palmarí,Colombia
Villa Freya,Italy
Sacrario Militare del Monte Grappa,Italy
